,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
5344,2014,1,14,651.0,-4.0,1212.0,2.0,AS,N303AS,36,SEA,MSP,185.0,1399,6.0,51.0
5345,2014,1,14,651.0,-9.0,859.0,-18.0,B6,N784JB,1121,PDX,LGB,115.0,846,6.0,51.0
5346,2014,1,14,651.0,0.0,1502.0,14.0,UA,N535UA,469,SEA,EWR,283.0,2402,6.0,51.0
5347,2014,1,14,656.0,-4.0,1009.0,4.0,AS,N318AS,726,SEA,SLC,86.0,689,6.0,56.0
5348,2014,1,14,656.0,-4.0,1032.0,7.0,F9,N210FR,796,PDX,DEN,136.0,991,6.0,56.0
5349,2014,1,14,656.0,-4.0,1041.0,8.0,F9,N221FR,358,SEA,DEN,137.0,1024,6.0,56.0
5350,2014,1,14,656.0,-9.0,919.0,-16.0,VX,N641VA,1780,SEA,LAX,126.0,954,6.0,56.0
5351,2014,1,14,656.0,-4.0,939.0,-2.0,OO,N816SK,4597,SEA,LAX,125.0,954,6.0,56.0
5352,2014,1,14,657.0,-3.0,1041.0,-34.0,AS,N560AS,833,PDX,HNL,328.0,2603,6.0,57.0
5353,2014,1,14,657.0,-13.0,1505.0,-11.0,DL,N706TW,2258,PDX,JFK,294.0,2454,6.0,57.0
5354,2014,1,14,658.0,-7.0,910.0,-13.0,OO,N215AG,3460,PDX,ONT,113.0,838,6.0,58.0
5355,2014,1,14,658.0,-6.0,839.0,-20.0,UA,N37293,1038,PDX,SFO,81.0,550,6.0,58.0
5356,2014,1,14,659.0,-11.0,930.0,-11.0,OO,N217AG,3472,SEA,LGB,127.0,965,6.0,59.0
5357,2014,1,14,701.0,-4.0,923.0,1.0,AS,N520AS,606,SEA,LAS,116.0,867,7.0,1.0
5358,2014,1,14,701.0,-4.0,1246.0,-4.0,WN,N960WN,1987,SEA,MKE,204.0,1694,7.0,1.0
5360,2014,1,14,702.0,-3.0,1413.0,-6.0,DL,N395DN,822,SEA,DTW,226.0,1927,7.0,2.0
5361,2014,1,14,703.0,-7.0,909.0,-6.0,AS,N569AS,332,SEA,SJC,98.0,697,7.0,3.0
5362,2014,1,14,704.0,-6.0,1007.0,-5.0,DL,N327NB,2397,SEA,SLC,99.0,689,7.0,4.0
5363,2014,1,14,705.0,-10.0,1537.0,8.0,AA,N3AXAA,236,SEA,JFK,301.0,2422,7.0,5.0
5364,2014,1,14,706.0,-9.0,907.0,-11.0,AS,N622AS,626,PDX,LAS,101.0,763,7.0,6.0
5365,2014,1,14,709.0,-1.0,1246.0,-19.0,AA,N3JKAA,1308,SEA,DFW,192.0,1660,7.0,9.0
5366,2014,1,14,711.0,6.0,1229.0,5.0,DL,N945DN,2090,PDX,MSP,180.0,1426,7.0,11.0
5367,2014,1,14,711.0,11.0,1239.0,25.0,DL,N3759,2314,SEA,MSP,175.0,1399,7.0,11.0
5368,2014,1,14,714.0,-1.0,856.0,-1.0,AS,N590AS,805,SEA,SMF,80.0,605,7.0,14.0
5369,2014,1,14,714.0,-1.0,852.0,-8.0,WN,N934WN,380,PDX,SJC,84.0,569,7.0,14.0
5370,2014,1,14,715.0,-5.0,1050.0,-15.0,AS,N548AS,642,SEA,PHX,135.0,1107,7.0,15.0
5371,2014,1,14,715.0,-5.0,914.0,-15.0,AS,N442AS,222,SEA,SFO,94.0,679,7.0,15.0
5372,2014,1,14,717.0,-7.0,1527.0,-2.0,UA,N558UA,604,PDX,EWR,290.0,2434,7.0,17.0
5373,2014,1,14,718.0,-2.0,1055.0,-15.0,WN,N646SW,1008,SEA,PHX,139.0,1107,7.0,18.0
5374,2014,1,14,719.0,-1.0,923.0,-7.0,WN,N627SW,758,SEA,SJC,102.0,697,7.0,19.0
5375,2014,1,14,720.0,-5.0,1003.0,1.0,AS,N786AS,240,SEA,SAN,137.0,1050,7.0,20.0
5376,2014,1,14,720.0,-5.0,908.0,-17.0,AS,N708AS,380,PDX,SFO,88.0,550,7.0,20.0
5377,2014,1,14,720.0,-5.0,816.0,-2.0,OO,N297SW,5379,PDX,SEA,37.0,129,7.0,20.0
5378,2014,1,14,722.0,-3.0,948.0,-7.0,AS,N435AS,478,SEA,LAX,121.0,954,7.0,22.0
5379,2014,1,14,724.0,0.0,1005.0,25.0,UA,N76254,1076,SEA,SFO,136.0,679,7.0,24.0
5380,2014,1,14,725.0,5.0,1112.0,-23.0,AS,N558AS,855,PDX,KOA,327.0,2607,7.0,25.0
5381,2014,1,14,729.0,-6.0,1001.0,3.0,AS,N791AS,530,SEA,ONT,129.0,956,7.0,29.0
5382,2014,1,14,732.0,87.0,1331.0,75.0,UA,N38446,1101,SEA,IAH,213.0,1874,7.0,32.0
5383,2014,1,14,736.0,16.0,1600.0,33.0,DL,N713TW,418,SEA,JFK,295.0,2422,7.0,36.0
5384,2014,1,14,748.0,-12.0,956.0,-26.0,AS,N713AS,568,PDX,LAX,112.0,834,7.0,48.0
5385,2014,1,14,750.0,-5.0,921.0,-19.0,AS,N768AS,61,SEA,JNU,135.0,909,7.0,50.0
5386,2014,1,14,752.0,-5.0,1543.0,-1.0,UA,N576UA,419,SEA,IAD,265.0,2306,7.0,52.0
5387,2014,1,14,755.0,-10.0,1332.0,-18.0,AA,N4YGAA,1220,PDX,DFW,196.0,1616,7.0,55.0
5388,2014,1,14,756.0,-4.0,1606.0,-14.0,AS,N566AS,16,SEA,MCO,296.0,2554,7.0,56.0
5389,2014,1,14,756.0,1.0,1018.0,3.0,AS,N793AS,522,SEA,BUR,123.0,937,7.0,56.0
5390,2014,1,14,758.0,-2.0,1356.0,-1.0,UA,N39475,1466,SEA,ORD,213.0,1721,7.0,58.0
5391,2014,1,14,758.0,-2.0,1538.0,-13.0,UA,N406UA,250,PDX,IAD,264.0,2327,7.0,58.0
5392,2014,1,14,800.0,-5.0,1537.0,-13.0,AS,N403AS,742,SEA,ATL,252.0,2182,8.0,0.0
5393,2014,1,14,801.0,1.0,1017.0,-3.0,WN,N769SW,51,SEA,LAS,117.0,867,8.0,1.0
5394,2014,1,14,803.0,-7.0,1555.0,-5.0,AS,N513AS,4,SEA,DCA,275.0,2329,8.0,3.0
5395,2014,1,14,805.0,-10.0,1414.0,-11.0,AA,N3AFAA,1236,SEA,ORD,210.0,1721,8.0,5.0
5396,2014,1,14,806.0,50.0,1151.0,66.0,OO,N495CA,6219,PDX,DEN,139.0,991,8.0,6.0
5397,2014,1,14,808.0,-2.0,1000.0,-10.0,WN,N220WN,207,SEA,OAK,93.0,672,8.0,8.0
5398,2014,1,14,810.0,0.0,1030.0,3.0,AS,N586AS,600,SEA,LAS,117.0,867,8.0,10.0
5399,2014,1,14,816.0,-4.0,1047.0,-18.0,AS,N562AS,83,SEA,ANC,196.0,1448,8.0,16.0
5400,2014,1,14,816.0,-4.0,1419.0,-7.0,UA,N38454,1258,SEA,IAH,222.0,1874,8.0,16.0
5401,2014,1,14,822.0,-8.0,1426.0,1.0,AS,N320AS,28,SEA,ORD,211.0,1721,8.0,22.0
5402,2014,1,14,823.0,-12.0,1045.0,-26.0,AS,N626AS,502,SEA,SNA,128.0,978,8.0,23.0
5403,2014,1,14,824.0,-6.0,1157.0,-19.0,US,N621AW,499,SEA,PHX,135.0,1107,8.0,24.0
5404,2014,1,14,825.0,-5.0,1401.0,-14.0,AA,N3GJAA,312,SEA,DFW,196.0,1660,8.0,25.0
5405,2014,1,14,828.0,-2.0,1230.0,-20.0,AS,N512AS,861,SEA,OGG,331.0,2640,8.0,28.0
5406,2014,1,14,832.0,2.0,1350.0,5.0,DL,N583NW,588,SEA,MSP,171.0,1399,8.0,32.0
5407,2014,1,14,833.0,-2.0,1640.0,1.0,US,N126UW,1935,SEA,PHL,283.0,2378,8.0,33.0
5408,2014,1,14,834.0,-1.0,1612.0,0.0,DL,N814NW,128,SEA,ATL,240.0,2182,8.0,34.0
5409,2014,1,14,835.0,-10.0,927.0,-6.0,OO,N297SW,5438,SEA,PDX,32.0,129,8.0,35.0
5410,2014,1,14,836.0,-4.0,1104.0,-2.0,OO,N692CA,4740,SEA,LAS,116.0,867,8.0,36.0
5411,2014,1,14,837.0,-3.0,1241.0,-14.0,HA,N388HA,21,SEA,HNL,339.0,2677,8.0,37.0
5412,2014,1,14,840.0,0.0,1725.0,5.0,AS,N409AS,34,SEA,FLL,324.0,2717,8.0,40.0
5413,2014,1,14,841.0,-4.0,1202.0,-13.0,US,N647AW,685,PDX,PHX,125.0,1009,8.0,41.0
5414,2014,1,14,845.0,0.0,1657.0,8.0,AS,N549AS,32,SEA,PHL,287.0,2378,8.0,45.0
5415,2014,1,14,845.0,-5.0,1046.0,-9.0,WN,N655WN,663,PDX,LAS,110.0,763,8.0,45.0
5416,2014,1,14,846.0,-4.0,1247.0,-38.0,AS,N559AS,875,SEA,LIH,341.0,2701,8.0,46.0
5417,2014,1,14,847.0,17.0,1021.0,11.0,WN,N212WN,153,PDX,OAK,78.0,543,8.0,47.0
5418,2014,1,14,854.0,-6.0,1127.0,-13.0,AS,N706AS,456,SEA,LAX,128.0,954,8.0,54.0
5419,2014,1,14,857.0,-3.0,1115.0,-4.0,AS,N408AS,614,SEA,LAS,115.0,867,8.0,57.0
5420,2014,1,14,906.0,1.0,1717.0,3.0,AS,N431AS,8,SEA,EWR,288.0,2402,9.0,6.0
5421,2014,1,14,908.0,-2.0,1136.0,-9.0,AS,N705AS,558,SEA,PSP,135.0,987,9.0,8.0
5422,2014,1,14,913.0,-8.0,1012.0,-2.0,OO,N579SW,5428,PDX,SEA,41.0,129,9.0,13.0
5423,2014,1,14,913.0,-2.0,1248.0,-17.0,OO,N223AG,3466,PDX,TUS,138.0,1119,9.0,13.0
5424,2014,1,14,914.0,-1.0,1636.0,-7.0,DL,N3750D,966,PDX,ATL,242.0,2172,9.0,14.0
5425,2014,1,14,920.0,-4.0,1129.0,-6.0,UA,N26215,1280,SEA,SFO,97.0,679,9.0,20.0
5426,2014,1,14,937.0,-8.0,1724.0,-16.0,AS,N535AS,764,PDX,DCA,274.0,2350,9.0,37.0
5427,2014,1,14,939.0,-1.0,1815.0,20.0,AS,N527AS,12,SEA,BOS,307.0,2496,9.0,39.0
5428,2014,1,14,942.0,-3.0,1226.0,-24.0,AS,N607AS,131,PDX,ANC,210.0,1542,9.0,42.0
5429,2014,1,14,945.0,0.0,1323.0,-4.0,AS,N703AS,644,SEA,PHX,140.0,1107,9.0,45.0
5430,2014,1,14,945.0,-5.0,1721.0,-14.0,AS,N407AS,752,PDX,ATL,253.0,2172,9.0,45.0
5431,2014,1,14,946.0,-4.0,1139.0,-16.0,VX,N836VA,753,SEA,SFO,95.0,679,9.0,46.0
5432,2014,1,14,954.0,-1.0,1319.0,-6.0,AS,N609AS,680,SEA,DEN,124.0,1024,9.0,54.0
5433,2014,1,14,955.0,0.0,1154.0,-16.0,AS,N546AS,314,SEA,SFO,100.0,679,9.0,55.0
5434,2014,1,14,955.0,-5.0,1349.0,-21.0,HA,N381HA,29,SEA,OGG,330.0,2640,9.0,55.0
5435,2014,1,14,956.0,-4.0,1154.0,-6.0,AS,N588AS,346,SEA,OAK,95.0,672,9.0,56.0
5436,2014,1,14,956.0,1.0,1232.0,0.0,AS,N615AS,492,SEA,SAN,132.0,1050,9.0,56.0
5437,2014,1,14,958.0,-12.0,1606.0,-4.0,AS,N625AS,686,PDX,ORD,219.0,1739,9.0,58.0
5438,2014,1,14,1001.0,21.0,1340.0,10.0,WN,N372SW,4479,SEA,ABQ,142.0,1180,10.0,1.0
5439,2014,1,14,1002.0,-3.0,1214.0,-6.0,AS,N614AS,580,PDX,SNA,117.0,859,10.0,2.0
5440,2014,1,14,1002.0,-1.0,1150.0,-1.0,OO,N935SW,5243,PDX,SFO,82.0,550,10.0,2.0
5441,2014,1,14,1006.0,-2.0,1613.0,8.0,UA,N76515,1610,PDX,ORD,220.0,1739,10.0,6.0
5442,2014,1,14,1009.0,4.0,1259.0,4.0,WN,N363SW,1447,SEA,SLC,95.0,689,10.0,9.0
5443,2014,1,14,1014.0,-1.0,1405.0,-30.0,AS,N537AS,843,SEA,KOA,336.0,2688,10.0,14.0
5444,2014,1,14,1014.0,-5.0,1252.0,-8.0,DL,N335NB,2450,PDX,SLC,81.0,630,10.0,14.0
5445,2014,1,14,1015.0,0.0,1551.0,-13.0,AS,N305AS,658,PDX,DFW,193.0,1616,10.0,15.0
5446,2014,1,14,1015.0,-5.0,1134.0,-11.0,WN,N939WN,4459,PDX,SMF,66.0,479,10.0,15.0
5447,2014,1,14,1016.0,-4.0,1625.0,-4.0,AS,N419AS,730,SEA,IAH,223.0,1874,10.0,16.0
5448,2014,1,14,1018.0,-6.0,1302.0,-13.0,DL,N366NW,1857,SEA,SLC,86.0,689,10.0,18.0
5449,2014,1,14,1019.0,-11.0,1550.0,0.0,AS,N552AS,762,SEA,MCI,181.0,1489,10.0,19.0
5450,2014,1,14,1022.0,7.0,1426.0,6.0,HA,N386HA,25,PDX,HNL,333.0,2603,10.0,22.0
5451,2014,1,14,1023.0,-4.0,1247.0,-8.0,OO,N910SW,6518,PDX,LAX,110.0,834,10.0,23.0
5452,2014,1,14,1025.0,5.0,1301.0,6.0,OO,N693CA,4549,SEA,LAX,134.0,954,10.0,25.0
5453,2014,1,14,1025.0,-5.0,1128.0,5.0,OO,N291SW,5397,PDX,SEA,45.0,129,10.0,25.0
5454,2014,1,14,1028.0,-7.0,1428.0,-32.0,AS,N516AS,851,SEA,HNL,334.0,2677,10.0,28.0
5455,2014,1,14,1029.0,-1.0,1357.0,0.0,AS,N556AS,640,PDX,PHX,129.0,1009,10.0,29.0
5456,2014,1,14,1030.0,-5.0,1304.0,-26.0,AS,N529AS,127,SEA,ANC,199.0,1448,10.0,30.0
5457,2014,1,14,1030.0,-10.0,1537.0,-8.0,OO,N216AG,3468,SEA,OMA,168.0,1368,10.0,30.0
5458,2014,1,14,1041.0,-9.0,1251.0,-17.0,OO,N219AG,3482,SEA,SBA,112.0,908,10.0,41.0
5459,2014,1,14,1041.0,0.0,1135.0,6.0,OO,N229SW,5325,SEA,PDX,33.0,129,10.0,41.0
5460,2014,1,14,1042.0,-3.0,1300.0,-22.0,AS,N402AS,460,SEA,LAX,123.0,954,10.0,42.0
5461,2014,1,14,1049.0,-6.0,1315.0,-10.0,VX,N852VA,784,SEA,LAX,128.0,954,10.0,49.0
5462,2014,1,14,1051.0,21.0,1407.0,17.0,WN,N626SW,48,PDX,DEN,123.0,991,10.0,51.0
5463,2014,1,14,1056.0,-4.0,1309.0,-4.0,AS,N756AS,564,PDX,LAX,114.0,834,10.0,56.0
5464,2014,1,14,1057.0,-3.0,1251.0,-24.0,AS,N617AS,316,SEA,SFO,96.0,679,10.0,57.0
5465,2014,1,14,1059.0,4.0,1431.0,2.0,UA,N73251,1576,SEA,DEN,124.0,1024,10.0,59.0
5466,2014,1,14,1101.0,-4.0,1624.0,-1.0,WN,N754SW,679,PDX,MCI,187.0,1482,11.0,1.0
5467,2014,1,14,1103.0,5.0,1308.0,-2.0,OO,N982SW,6426,SEA,SFO,94.0,679,11.0,3.0
5468,2014,1,14,1110.0,0.0,1709.0,4.0,UA,N498UA,278,SEA,ORD,211.0,1721,11.0,10.0
5469,2014,1,14,1115.0,30.0,1445.0,28.0,OO,N699BR,5576,PDX,DEN,130.0,991,11.0,15.0
5470,2014,1,14,1120.0,5.0,1656.0,-9.0,AA,N3CDAA,1311,SEA,DFW,193.0,1660,11.0,20.0
5471,2014,1,14,1121.0,-5.0,1301.0,-14.0,OO,N970SW,6274,PDX,SFO,84.0,550,11.0,21.0
5472,2014,1,14,1122.0,2.0,1502.0,-33.0,AS,N594AS,809,PDX,OGG,326.0,2562,11.0,22.0
5473,2014,1,14,1122.0,-3.0,1312.0,-13.0,WN,N285WN,1007,SEA,OAK,93.0,672,11.0,22.0
5474,2014,1,14,1122.0,-3.0,1457.0,3.0,US,N809AW,634,PDX,PHX,133.0,1009,11.0,22.0
5475,2014,1,14,1124.0,-1.0,1351.0,-9.0,AS,N611AS,498,SEA,SAN,129.0,1050,11.0,24.0
5476,2014,1,14,1125.0,5.0,1255.0,-1.0,AS,N532AS,75,SEA,JNU,129.0,909,11.0,25.0
5477,2014,1,14,1125.0,-5.0,1336.0,-9.0,AS,N518AS,578,PDX,SAN,117.0,933,11.0,25.0
5478,2014,1,14,1128.0,-4.0,1505.0,-13.0,US,N626AW,614,SEA,PHX,137.0,1107,11.0,28.0
5479,2014,1,14,1129.0,-6.0,1304.0,-11.0,VX,N529VA,817,PDX,SFO,80.0,550,11.0,29.0
5480,2014,1,14,1134.0,-6.0,1359.0,-7.0,AS,N530AS,500,SEA,SNA,128.0,978,11.0,34.0
5481,2014,1,14,1137.0,-8.0,1856.0,1.0,DL,N3773D,2424,SEA,DTW,235.0,1927,11.0,37.0
5482,2014,1,14,1137.0,37.0,1336.0,26.0,WN,N609SW,891,PDX,LAS,105.0,763,11.0,37.0
5483,2014,1,14,1141.0,-4.0,1718.0,-14.0,AS,N323AS,656,SEA,AUS,196.0,1770,11.0,41.0
5484,2014,1,14,1141.0,-2.0,1219.0,-3.0,OO,N297SW,5438,PDX,EUG,25.0,106,11.0,41.0
5485,2014,1,14,1143.0,-7.0,1413.0,-8.0,OO,N787SK,6371,SEA,LAX,125.0,954,11.0,43.0
5486,2014,1,14,1144.0,-7.0,1401.0,-9.0,OO,N616QX,4698,PDX,LAX,114.0,834,11.0,44.0
5487,2014,1,14,1145.0,25.0,1518.0,23.0,WN,N281WN,4738,SEA,DEN,131.0,1024,11.0,45.0
5488,2014,1,14,1150.0,-3.0,1242.0,1.0,OO,N291SW,5342,SEA,PDX,33.0,129,11.0,50.0
5489,2014,1,14,1152.0,12.0,1514.0,14.0,F9,N202FR,790,PDX,DEN,126.0,991,11.0,52.0
5490,2014,1,14,1152.0,-4.0,1230.0,-7.0,OO,N229SW,5325,PDX,RDM,25.0,116,11.0,52.0
5491,2014,1,14,1155.0,-10.0,1800.0,-15.0,AA,N3HBAA,1628,SEA,ORD,216.0,1721,11.0,55.0
5492,2014,1,14,1156.0,-9.0,1328.0,-12.0,WN,N246LV,478,SEA,RNO,69.0,564,11.0,56.0
5493,2014,1,14,1157.0,-2.0,1403.0,-2.0,UA,N826UA,842,SEA,SFO,92.0,679,11.0,57.0
5494,2014,1,14,1158.0,-5.0,1807.0,-8.0,UA,N435UA,256,SEA,IAH,222.0,1874,11.0,58.0
5495,2014,1,14,1159.0,-7.0,1754.0,-11.0,UA,N460UA,217,PDX,IAH,207.0,1825,11.0,59.0
5496,2014,1,14,1202.0,-3.0,1306.0,6.0,AS,N769AS,674,SEA,GEG,41.0,224,12.0,2.0
5497,2014,1,14,1206.0,27.0,1538.0,30.0,F9,N218FR,138,SEA,DEN,125.0,1024,12.0,6.0
5498,2014,1,14,1209.0,9.0,1532.0,2.0,WN,N453WN,671,PDX,PHX,128.0,1009,12.0,9.0
5499,2014,1,14,1210.0,15.0,1757.0,20.0,AS,N597AS,754,SEA,STL,204.0,1709,12.0,10.0
5500,2014,1,14,1210.0,-5.0,1415.0,-5.0,OO,N218AG,3454,PDX,BUR,108.0,817,12.0,10.0
5501,2014,1,14,1211.0,1.0,1801.0,6.0,AA,N4YMAA,1568,PDX,DFW,201.0,1616,12.0,11.0
5502,2014,1,14,1214.0,34.0,1436.0,22.0,B6,N652JB,107,SEA,LGB,125.0,965,12.0,14.0
5503,2014,1,14,1217.0,-3.0,1416.0,-19.0,AS,N778AS,312,SEA,SFO,99.0,679,12.0,17.0
5504,2014,1,14,1217.0,12.0,1432.0,7.0,WN,N484WN,1362,SEA,LAS,118.0,867,12.0,17.0
5505,2014,1,14,1219.0,-6.0,1607.0,-3.0,AS,N534AS,648,SEA,TUS,147.0,1216,12.0,19.0
5506,2014,1,14,1224.0,69.0,1416.0,81.0,WN,N7714B,1259,PDX,SJC,87.0,569,12.0,24.0
5507,2014,1,14,1229.0,-6.0,1836.0,6.0,AS,N307AS,22,SEA,ORD,219.0,1721,12.0,29.0
5508,2014,1,14,1229.0,-6.0,1405.0,-20.0,UA,N446UA,353,PDX,SFO,79.0,550,12.0,29.0
5509,2014,1,14,1232.0,-3.0,1352.0,-3.0,WN,N210WN,467,PDX,SMF,65.0,479,12.0,32.0
5510,2014,1,14,1233.0,8.0,1407.0,2.0,WN,N654SW,3740,PDX,OAK,80.0,543,12.0,33.0
5511,2014,1,14,1238.0,-7.0,1456.0,-14.0,OO,N802SK,4741,SEA,LAS,116.0,867,12.0,38.0
5512,2014,1,14,1240.0,0.0,1810.0,-35.0,AS,N315AS,692,SEA,SAT,199.0,1774,12.0,40.0
5513,2014,1,14,1241.0,1.0,1613.0,-12.0,WN,N354SW,106,SEA,PHX,139.0,1107,12.0,41.0
5514,2014,1,14,1244.0,-1.0,1525.0,-15.0,AS,N508AS,113,SEA,ANC,197.0,1448,12.0,44.0
5515,2014,1,14,1244.0,-11.0,1445.0,-12.0,AS,N517AS,622,PDX,LAS,105.0,763,12.0,44.0
5516,2014,1,14,1248.0,-2.0,1421.0,-14.0,WN,N725SW,608,SEA,SMF,81.0,605,12.0,48.0
5517,2014,1,14,1251.0,-5.0,2044.0,-4.0,UA,N436UA,408,SEA,IAD,271.0,2306,12.0,51.0
5518,2014,1,14,1252.0,-6.0,1514.0,-23.0,OO,N806SK,4800,SEA,LAX,123.0,954,12.0,52.0
5519,2014,1,14,1253.0,-7.0,1818.0,4.0,DL,N3742C,2164,PDX,MSP,180.0,1426,12.0,53.0
5520,2014,1,14,1255.0,-5.0,1524.0,-11.0,AS,N318AS,554,SEA,PSP,129.0,987,12.0,55.0
5521,2014,1,14,1256.0,-4.0,1814.0,-1.0,AS,N551AS,38,SEA,MSP,182.0,1399,12.0,56.0
5522,2014,1,14,1258.0,-2.0,1620.0,0.0,WN,N938WN,1160,PDX,DEN,127.0,991,12.0,58.0
5523,2014,1,14,1300.0,0.0,2055.0,-10.0,DL,N723TW,182,SEA,JFK,276.0,2422,13.0,0.0
5524,2014,1,14,1302.0,2.0,1813.0,-4.0,DL,N685DA,1950,SEA,MSP,167.0,1399,13.0,2.0
5525,2014,1,14,1303.0,-12.0,1509.0,-21.0,B6,N784JB,1521,PDX,LGB,112.0,846,13.0,3.0
5526,2014,1,14,1305.0,0.0,1847.0,-6.0,AS,N413AS,664,SEA,DFW,201.0,1660,13.0,5.0
5527,2014,1,14,1306.0,-4.0,1553.0,-12.0,DL,N3763D,2157,SEA,SLC,87.0,689,13.0,6.0
5528,2014,1,14,1309.0,-11.0,1548.0,-15.0,DL,N3740C,2093,PDX,SLC,80.0,630,13.0,9.0
5529,2014,1,14,1311.0,-4.0,1523.0,-11.0,OO,N215AG,3478,PDX,LGB,118.0,846,13.0,11.0
5530,2014,1,14,1311.0,1.0,1511.0,-6.0,UA,N68805,1029,SEA,SFO,99.0,679,13.0,11.0
5531,2014,1,14,1314.0,-11.0,1917.0,-18.0,AA,N3ARAA,115,PDX,ORD,212.0,1739,13.0,14.0
5532,2014,1,14,1314.0,-6.0,2055.0,7.0,DL,N696DL,970,PDX,ATL,245.0,2172,13.0,14.0
5533,2014,1,14,1317.0,-3.0,1604.0,-21.0,AS,N590AS,724,SEA,SLC,92.0,689,13.0,17.0
5534,2014,1,14,1317.0,-4.0,1406.0,-8.0,OO,N291SW,5423,PDX,SEA,40.0,129,13.0,17.0
5535,2014,1,14,1318.0,-7.0,1554.0,-31.0,AS,N612AS,123,SEA,FAI,198.0,1533,13.0,18.0
5536,2014,1,14,1324.0,2.0,2101.0,2.0,DL,N808DN,2368,SEA,ATL,250.0,2182,13.0,24.0
5537,2014,1,14,1328.0,-2.0,1513.0,-17.0,WN,N279WN,3030,SEA,OAK,92.0,672,13.0,28.0
5538,2014,1,14,1339.0,4.0,1608.0,2.0,OO,N217AG,3474,SEA,LGB,129.0,965,13.0,39.0
5539,2014,1,14,1346.0,-4.0,1524.0,-8.0,AS,N754AS,362,SEA,SMF,83.0,605,13.0,46.0
5540,2014,1,14,1356.0,-9.0,1616.0,-19.0,AS,N618AS,532,SEA,ONT,127.0,956,13.0,56.0
5541,2014,1,14,1400.0,-10.0,2147.0,-6.0,AS,N520AS,2,SEA,DCA,273.0,2329,14.0,0.0
5542,2014,1,14,1401.0,11.0,1936.0,-4.0,AA,N3HXAA,2269,SEA,DFW,193.0,1660,14.0,1.0
5543,2014,1,14,1401.0,11.0,1957.0,7.0,WN,N760SW,387,SEA,MDW,219.0,1733,14.0,1.0
5544,2014,1,14,1407.0,-3.0,1638.0,-12.0,AS,N791AS,486,SEA,SAN,139.0,1050,14.0,7.0
5545,2014,1,14,1408.0,3.0,1605.0,-2.0,AS,N793AS,318,SEA,SFO,97.0,679,14.0,8.0
5546,2014,1,14,1409.0,-1.0,1745.0,-8.0,AS,N767AS,652,SEA,PHX,139.0,1107,14.0,9.0
5547,2014,1,14,1414.0,-6.0,2228.0,6.0,B6,N585JB,598,SEA,BOS,292.0,2496,14.0,14.0
5548,2014,1,14,1415.0,-5.0,2009.0,-21.0,AA,N3KAAA,125,SEA,ORD,211.0,1721,14.0,15.0
5549,2014,1,14,1415.0,-5.0,1737.0,-13.0,WN,N719SW,2137,SEA,DEN,127.0,1024,14.0,15.0
5550,2014,1,14,1415.0,-2.0,2011.0,6.0,UA,N524UA,464,PDX,ORD,213.0,1739,14.0,15.0
5551,2014,1,14,1419.0,8.0,2031.0,26.0,UA,N39450,1444,SEA,ORD,220.0,1721,14.0,19.0
5552,2014,1,14,1422.0,-3.0,1643.0,-7.0,AS,N565AS,454,SEA,LAX,121.0,954,14.0,22.0
5553,2014,1,14,1422.0,-3.0,1647.0,-9.0,AS,N627AS,516,SEA,SNA,132.0,978,14.0,22.0
5554,2014,1,14,1422.0,-8.0,1636.0,-14.0,AS,N309AS,608,SEA,LAS,112.0,867,14.0,22.0
5555,2014,1,14,1422.0,67.0,1602.0,61.0,OO,N727SK,5212,PDX,SFO,82.0,550,14.0,22.0
5556,2014,1,14,1432.0,7.0,1543.0,-2.0,WN,N7735A,4125,PDX,RNO,59.0,444,14.0,32.0
5557,2014,1,14,1432.0,-8.0,1812.0,-12.0,US,N523UW,473,SEA,PHX,135.0,1107,14.0,32.0
5558,2014,1,14,1434.0,-5.0,1520.0,-7.0,OO,N291SW,5417,SEA,PDX,31.0,129,14.0,34.0
5559,2014,1,14,1441.0,-9.0,1636.0,-19.0,VX,N523VA,755,SEA,SFO,96.0,679,14.0,41.0
5560,2014,1,14,1446.0,1.0,1732.0,-3.0,WN,N365SW,988,SEA,SLC,92.0,689,14.0,46.0
5561,2014,1,14,1449.0,29.0,1606.0,21.0,WN,N274WN,752,PDX,SMF,69.0,479,14.0,49.0
5562,2014,1,14,1502.0,-3.0,1715.0,-7.0,AS,N528AS,528,SEA,BUR,118.0,937,15.0,2.0
5563,2014,1,14,1504.0,-6.0,1836.0,-4.0,WN,N493WN,113,PDX,PHX,131.0,1009,15.0,4.0
5564,2014,1,14,1508.0,-7.0,1825.0,-20.0,US,N637AW,500,PDX,PHX,127.0,1009,15.0,8.0
5565,2014,1,14,1509.0,-6.0,2015.0,-11.0,DL,N383DN,1770,SEA,MSP,173.0,1399,15.0,9.0
5566,2014,1,14,1510.0,-5.0,1838.0,-7.0,UA,N38473,1170,SEA,DEN,128.0,1024,15.0,10.0
5567,2014,1,14,1512.0,67.0,1837.0,62.0,AS,N548AS,670,SEA,DEN,127.0,1024,15.0,12.0
5568,2014,1,14,1521.0,-10.0,1734.0,-11.0,OO,N679CA,4688,PDX,LAX,109.0,834,15.0,21.0
5569,2014,1,14,1522.0,-5.0,1658.0,-17.0,UA,N843UA,639,PDX,SFO,82.0,550,15.0,22.0
